X,Y,site_id,site_typ,botanic,diameter,conditn,planted,add_num,add_str,modified,GlobalID
1452708.47327641,722795.962984324,177,T,Celtis occidentalis,8,80,0,0,battery st,2019/03/08 00:00:00+00,{F1D49BDD-86F9-4703-87A5-071D5696761B}
1452672.18857208,722788.67133224,178,T,Phellodendron amurense 'Macho',19,80,0,0,battery st,2022/10/21 00:00:00+00,{081E601C-CF7A-47E2-8ECE-0279B84C37C9}
1452670.79979533,722826.345141403,179,T,Fraxinus excelsior,17,70,0,0,battery st,2011/07/28 00:00:00+00,{215E4AC4-6FAD-47A4-A261-2EBBFB1E5219}
1452650.660728,722808.289403237,180,T,Fraxinus pennsylvanica,8,70,0,0,battery st,2011/07/28 00:00:00+00,{8DF9F901-2372-45C3-A85B-B9CC281CDC01}
1452685.20954341,722859.504851989,181,T,Robinia pseudoacacia,28,30,0,0,battery st,2011/07/28 00:00:00+00,{C99FA4EB-618E-4721-A463-1ABBED31FDC5}
1452707.60516791,722838.671560325,182,T,Celtis occidentalis,12,80,0,0,battery st,2019/03/08 00:00:00+00,{283777AE-CEEB-4432-870A-DB9A64F532AD}
1452705.69572291,722879.817147322,183,T,Celtis occidentalis,9,80,0,0,battery st,2019/03/08 00:00:00+00,{3E227DD2-28F1-43A8-A7BE-1D660BA046FA}
1452675.31356583,722979.990831487,184,R,,0,0,0,0,battery st,2019/01/30 00:00:00+00,{6ECBAE43-DF71-4A95-B80E-99968F04036F}
1452683.12621425,722938.324248157,185,T,Robinia pseudoacacia,26,30,0,0,battery st,2011/07/28 00:00:00+00,{2FA0A357-555D-43DA-AA9D-E351379A6299}
1452702.74428524,722920.094953902,186,T,Celtis occidentalis,12,80,0,0,battery st,2019/03/08 00:00:00+00,{11ABABCC-DAE6-4640-93A6-80EAA3CA4122}
1452701.18162433,722953.602104738,187,T,Celtis occidentalis,8,80,0,0,battery st,2019/03/08 00:00:00+00,{46102070-9D4E-4CF9-A7A0-F54491EB4178}
1452699.6192915,722990.928473651,188,T,Celtis occidentalis,9,80,0,0,battery st,2022/07/21 00:00:00+00,{4C4F72FC-BD94-4A11-9A94-1A80F5387924}
1452610.73036166,722880.164587572,189,T,Acer rubrum,7,70,0,0,battery st,2011/07/28 00:00:00+00,{331389FC-1722-4E2F-AA54-B1EA67EE2721}
1452610.73036166,722903.775760822,190,T,Acer rubrum,8,70,0,0,battery st,2011/07/28 00:00:00+00,{2070C3C6-6B00-418F-9B63-FD68523B9951}
1452591.28584675,722914.88663099,191,T,Acer rubrum,9,70,0,0,battery st,2011/07/28 00:00:00+00,{E5114597-2758-4A79-8132-272127DBD88F}
1452592.747458,722945.778957658,192,T,Acer saccharum,19,70,0,0,battery st,2022/05/12 00:00:00+00,{F89FBAEC-1060-4F8A-A5EB-1D3CC319EAB2}
1452635.38319949,722963.150642075,193,T,Acer saccharum,15,70,0,0,battery st,2011/07/28 00:00:00+00,{B912BE9D-8EDF-4BA1-983F-9805C433CF39}
1452661.251258,722994.400579572,194,T,Acer saccharum,19,70,0,0,battery st,2022/05/12 00:00:00+00,{3C94C12B-5863-4919-A2D1-D3EDE90F32BC}
1452569.60642816,722980.619767241,195,T,Gleditsia triacanthos var. inermis 'Shademaster',13,0,0,0,battery st,2011/07/28 00:00:00+00,{A5D6AF88-0F58-4FC1-8993-D1B33D6443B0}
1452658.71582999,723025.174468152,196,T,Acer saccharum,16,70,0,0,battery st,2011/07/28 00:00:00+00,{9F3AE45E-D2DB-43F0-965D-A402B85E6B8F}
1449019.75394783,726538.947624318,197,T,Quercus alba,45,80,0, , ,2018/12/26 00:00:00+00,{F57030E7-F220-4C8A-BF84-720ED6857BA9}
1448994.23332958,726538.947624318,198,T,Acer rubrum,36,70,0, , ,2018/12/26 00:00:00+00,{E3A16470-319A-4701-898F-A122712E0870}
1452235.82297499,723021.840813406,199,S,Acer saccharinum,31,0,0,0,battery st,2020/08/20 00:00:00+00,{F5758655-82B5-41FA-BF2C-3EEA054F535B}
1452216.86107066,723053.18589507,200,T,Acer saccharum,21,70,1982,0,battery st,2021/06/21 00:00:00+00,{5FAA31BF-EE29-4084-93CE-A6C260E49778}
1452200.36799341,723083.568052158,201,T,Gleditsia triacanthos var. inermis 'Shademaster',24,80,0,0,battery st,2021/06/21 00:00:00+00,{33522D8D-D970-4197-93AF-EA334CDE0F29}
1452187.13015899,723108.307503991,202,T,Betula nigra 'Cully',2,80,2017,0,battery st,2021/06/21 00:00:00+00,{FF6B83F4-2E91-4ECC-AC92-C333EE1FECCE}
1452224.57562216,723177.963860735,203,T,Acer x freemanii 'Celebration',10,80,2012,0,battery st,2021/06/21 00:00:00+00,{00B01EC9-2FED-4E08-A37F-33AD3EF5618B}
1452299.23656208,723207.828958489,204,T,Celtis occidentalis,22,70,0,0,battery st,2020/08/18 00:00:00+00,{98BFE291-A8A7-4CB5-B607-DA30200553CE}
1452250.26651566,723130.482000321,205,T,Celtis occidentalis,15,70,0,0,battery st,2021/06/21 00:00:00+00,{DB496A04-77C5-4F38-9D5B-D6AE8FD8D58D}
1452250.28259175,723115.542069569,206,T,Celtis occidentalis,13,80,0,0,battery st,2021/06/21 00:00:00+00,{5D9756D7-6189-4EC5-9B20-98AB6780CF8D}
1452403.99816358,723169.780150071,207,T,Acer saccharum,5,80,0,0,battery st,2011/07/28 00:00:00+00,{8A648C53-8D7C-484D-8056-B7FCDE79909B}
1452414.67530758,723133.582059741,208,T,Quercus rubra,15,70,0,0,battery st,2011/07/28 00:00:00+00,{D8226499-78AF-4557-A153-5CC052ADD154}
1452323.43434833,723131.247090653,209,T,Celtis occidentalis,21,70,0,0,battery st,2021/06/21 00:00:00+00,{44E1826B-F8C1-4B38-89EF-079B6987B737}
1452291.40390058,723092.873807825,210,T,Gleditsia triacanthos var. inermis 'Shademaster',20,80,0,0,battery st,2021/06/21 00:00:00+00,{69A5F82C-DE65-456A-82E0-5E41D104F30B}
1452305.484253,723041.583556071,211,T,Quercus rubra,24,80,0,0,battery st,2021/06/21 00:00:00+00,{CF0AC1ED-C095-452D-9B70-B856AF76E590}
1452294.80842133,723013.437943071,212,T,Ulmus americana 'Princeton',18,70,1998,0,battery st,2021/06/21 00:00:00+00,{9F25095A-CF39-4ADD-A3B2-A70547F6064E}
1452351.14197008,723005.929755986,213,T,Celtis occidentalis,14,70,0,0,battery st,2011/07/28 00:00:00+00,{9A5524BF-052B-45D7-A5D5-7D8310C0BA64}
1452339.68365966,722968.690329157,214,T,Quercus palustris,17,70,0, , ,2021/06/21 00:00:00+00,{EC5C0FF6-3953-4CAC-A760-BBF0F26DA72B}
1452354.52746199,722948.89870207,215,T,Pinus nigra,16,70,0, , ,2021/06/21 00:00:00+00,{807520FD-088F-4C8C-8A19-714D5FBE8F79}
1452364.42311149,722972.596489325,216,R,,0,0,0, , ,2015/10/06 00:00:00+00,{559E03F5-7108-470D-9F71-A657812A3ECE}
1452382.65240575,722989.784118988,217,T,Pinus nigra,11,70,0, , ,2011/07/28 00:00:00+00,{B2F73154-920E-4D8F-B95E-7301F72024EC}
1452383.95456849,722977.023645818,218,R,,0,0,0, , ,2015/10/06 00:00:00+00,{8A3D660C-D613-42BB-95DC-2103BDC04E35}
1452408.43352216,722983.273633324,219,T,Pinus nigra,13,70,0, , ,2011/07/28 00:00:00+00,{B563DCEA-BA06-4386-B7D1-8100565B7171}
1452388.2734575,723013.846078739,220,T,Pinus nigra,14,70,0, , ,2011/07/28 00:00:00+00,{15A699B5-0336-49C9-B393-63F7242F413E}
1452412.6001805,723009.315247908,221,T,Pinus nigra,14,70,0, , ,2011/07/28 00:00:00+00,{98ABB55F-D060-4421-9164-BDCE39A0D59A}
1452437.86062866,723014.523570821,222,T,Acer saccharum,14,50,1982, , ,2015/11/18 00:00:00+00,{B5BA0408-B895-4545-BF09-341C7256F646}
1452438.94297558,723066.839411072,223,T,Quercus rubra,18,70,0, , ,2011/07/28 00:00:00+00,{C753C98E-C64C-4CB6-836D-73B05151BF86}
1452442.27958308,723109.103106074,224,T,Acer saccharum,12,70,1982,0,battery st,2011/07/28 00:00:00+00,{66485590-0BB3-4B45-AF6D-B7FF6A7EF397}
1452442.208389,723224.800053157,225,S,Celtis occidentalis,14,0,0,0,battery st,2019/08/23 00:00:00+00,{B8868F1C-2D65-47C1-B8D7-8787D0659431}
1452479.44814391,723224.018558651,226,T,Celtis occidentalis,9,80,0,0,battery st,2019/03/08 00:00:00+00,{473BB213-5022-400A-A10D-EE82090EA66C}
1452515.385408,723223.497890405,227,T,Celtis occidentalis,12,70,0,0,battery st,2019/03/08 00:00:00+00,{00901CE4-72EB-460A-A55E-B5B359AA3B8B}
1452548.97917283,723223.497890405,228,T,Celtis occidentalis,13,80,0,0,battery st,2019/03/08 00:00:00+00,{96CEA4B2-7220-4A29-83D1-FE58A3AE7DF1}
1452474.04986075,723200.212175824,229,T,Quercus palustris,12,70,0,0,battery st,2011/07/28 00:00:00+00,{CD501639-9D5F-42CC-BB26-638412C5859E}
1452509.68856899,723147.033148319,230,T,Gleditsia triacanthos var. inermis 'Shademaster',18,80,0,0,battery st,2020/06/19 00:00:00+00,{0C2614C6-EDB0-4A15-B733-6A51F47EDBC1}
1452505.90379966,723112.430855319,231,T,Acer saccharum,18,70,0,0,battery st,2018/06/18 00:00:00+00,{7C27E17A-D88F-4870-81D0-25500E46EC38}
1452528.83715275,723049.033672407,232,T,Gleditsia triacanthos,13,80,0, , ,2018/12/27 00:00:00+00,{0474A0FD-4AD9-4C87-81F7-E8924C594DFA}
1452597.65722508,723155.280507155,233,T,Acer saccharum,15,70,1982, , ,2020/08/20 00:00:00+00,{FEA3B44A-82EA-44A1-93D5-E93E1C2252F3}
1452604.89474341,723189.055045903,234,T,Quercus rubra,20,80,0, , ,2017/01/19 00:00:00+00,{24A20A21-41A9-418A-85F5-8134B752DAB0}
1452650.731594,723205.94247932,235,S,Celtis occidentalis,15,0,0, , ,2023/10/30 00:00:00+00,{04A013EB-8AC1-4082-9F4A-682CFB2AACF1}
1452667.62690141,723198.195447572,236,S,Robinia pseudoacacia,24,0,0,0,battery st,2021/07/29 00:00:00+00,{6206A8C2-433D-437A-9BE5-E60BAB4E1CEC}
1452691.38932108,723159.581351571,237,T,Celtis occidentalis,9,70,0,0 batter,battery st,2019/03/08 00:00:00+00,{0344A0A8-89E2-4E94-B7DF-EF1BC49E316F}
1452652.91170774,723163.938626319,238,T,Catalpa speciosa,4,80,2019,0 batter,battery st,2023/08/31 00:00:00+00,{EE3D255D-039C-40F7-B7A3-99B0CF5F36CE}
1452693.15670599,723129.63915424,239,T,Celtis occidentalis,13,80,0,0 batter,battery st,2019/03/08 00:00:00+00,{7B31CE94-6242-4D9E-835D-3D4C3E890EAF}
1452697.14980825,723099.951549575,240,T,Celtis occidentalis,12,30,0,0 batter,battery st,2022/07/21 00:00:00+00,{EA5133F9-2957-4357-939A-01C4B83883F4}
1452645.34938691,723117.254336491,241,T,Acer saccharum,19,70,0,0 batter,battery st,2023/08/31 00:00:00+00,{A3427986-F6C9-420C-9755-05AA23FD1795}
1452605.81895416,723102.477463156,242,T,Acer saccharum,10,80,0,0 batter,battery st,2011/07/28 00:00:00+00,{D8034380-0957-40F8-B8C2-D18051E85007}
1452632.77887399,723061.761665322,243,T,Betula nigra,4,80,2017,0 batter,battery st,2023/08/31 00:00:00+00,{8746B1BD-B1E5-4D7D-8C95-BBB46B7090C8}
1452680.51992024,723082.334786907,244,R,,0,0,0,0 batter,battery st,2019/01/30 00:00:00+00,{09B3E5A8-E3DF-49FC-81E0-CC8CE62D9B5F}
1452698.01791675,723060.021183237,245,T,Celtis occidentalis,2,80,0,0 batter,battery st,2021/06/14 00:00:00+00,{CFE7B66D-ADC9-423C-AA7D-69A0A2568D67}
1449062.76698516,726564.046327405,246,R,,0,0,0,,,2019/10/15 00:00:00+00,{40D83224-E1B0-4BA2-B3FB-34D0292DA515}
1449024.78477766,726456.263078406,247,T,Quercus rubra,65,70,0, , ,2018/12/26 00:00:00+00,{2F5003B9-FB79-4C0B-85D8-44F13B4EFFD3}
1454831.77874108,726486.365380406,248,T,Acer miyabei,3,80,2010,180,manhattan dr,2019/04/01 00:00:00+00,{0C615652-706F-4108-A9AA-3D63EAD79F4E}
1454776.15089958,726370.744876735,249,T,Acer x freemanii 'Autumn Blaze',8,80,0,99,manhattan dr,2011/07/29 00:00:00+00,{6AE120A9-07F7-4D8B-8788-24BFFCFCD8AC}
1454768.51213533,726349.91158507,250,T,Acer x freemanii 'Autumn Blaze',7,80,0,99,manhattan dr,2011/07/29 00:00:00+00,{310AA519-9363-4886-B60C-C16D6C1EC3C3}
1454757.82055566,726316.573725238,252,T,Acer x freemanii 'Autumn Blaze',8,80,0,91,manhattan dr,2011/07/29 00:00:00+00,{5B8BE03E-3607-46D4-9354-7BF39698A15E}
1454738.02892858,726254.59451849,253,T,Acer x freemanii 'Autumn Blaze',10,80,0,87,manhattan dr,2011/07/29 00:00:00+00,{A4F92E61-13C9-435A-A1C9-338C6031F8D8}
1454724.48696091,726214.490596071,254,T,Corylus colurna,12,80,0,79,manhattan dr,2011/07/29 00:00:00+00,{60B0244D-9914-490E-9EDC-0BF2D92A23DE}
1454715.84918291,726182.561526075,255,T,Acer x freemanii 'Celebration',2,80,2018,77,saint louis st,2018/06/28 00:00:00+00,{58CD42BF-14D9-48DB-A083-0104F2BD6237}
1454704.17466558,726142.09474349,256,T,Corylus colurna,9,80,0,79,manhattan dr,2011/07/29 00:00:00+00,{111D3CCE-CCF9-4C5A-9B26-A06CF80C50B2}
1454785.42450308,726300.42808824,257,T,Acer saccharinum,47,70,0,92,manhattan dr,2018/12/05 00:00:00+00,{BFE48FE8-B8C9-4862-A205-7D8D4BA16CF0}
1454806.25779475,726361.886298656,258,T,Malus spp,6,70,0,94,manhattan dr,2011/07/29 00:00:00+00,{EE24C961-0670-496C-9D95-55168ACFC92C}
1454760.16405491,726218.396756239,261,T,Amelanchier x grandiflora 'Autumn Brilliance',2,80,2021,62,oak st,2021/07/02 00:00:00+00,{0153E612-897E-402E-B8D7-73055E06E7E4}
1454734.83405308,726132.118385486,262,T,Carpinus caroliniana,2,80,2021,62,oak st,2021/07/02 00:00:00+00,{27B08274-9DCF-4084-A662-64D052B47294}
1454745.42425499,726166.666872822,263,T,Amelanchier x grandiflora 'Autumn Brilliance',2,80,2021,62,oak st,2021/07/02 00:00:00+00,{CFAABC99-B30E-468A-8D83-4D42146BF8A6}
1454753.23657533,726193.923708074,264,T,Carpinus caroliniana,2,80,2021,62,oak st,2021/07/02 00:00:00+00,{AB31DAAA-971E-40F0-8491-90FD3F608904}
1455190.13924483,716748.306444488,265,R,,0,0,0,2,ledgemere st,2019/11/07 00:00:00+00,{314DDEC4-F2EE-4C3F-8E3F-3B1DFFCCA171}
1454526.37055925,716096.197840571,266,S,Quercus rubra,48,0,0,,,2023/10/30 00:00:00+00,{51B9B4E1-82F5-4A25-B480-051F7D12D869}
1455370.40660083,716888.998748407,267,S,Acer platanoides,26,70,0,17,marian st,2022/08/08 00:00:00+00,{5B87D2CA-4A41-4B4E-884A-92703A778B1D}
1453529.98442866,724177.656743236,268,R,Unknown,0,0,0,72,murray st,2021/08/27 00:00:00+00,{C81FE857-71B0-47C4-BA74-3F42584DBB9B}
1453532.33350533,724148.389741406,269,T,Pyrus calleryana 'Bradford',5,70,0,59,murray st,2021/08/27 00:00:00+00,{AD66577D-C1FF-4DE8-BB45-367930123DE8}
1453531.95489716,724125.438015655,270,T,Gleditsia triacanthos var. inermis 'Shademaster',17,80,0,59,murray st,2021/08/27 00:00:00+00,{4AFFDD5A-89BF-4735-A6E1-6616F556CA5A}
1453563.48337741,724129.378952652,271,T,Gleditsia triacanthos var. inermis 'Shademaster',18,80,0,66,murray st,2021/08/27 00:00:00+00,{D416EEE6-FF97-46F8-B7B6-385177F8F686}
1453564.46697124,724171.984182402,272,T,Fraxinus pennsylvanica,11,70,0,72,murray st,2021/08/27 00:00:00+00,{73B52B0D-A3F2-44B2-9CA5-6C472116DA4B}
1453564.46861166,724099.821268991,273,T,Gleditsia triacanthos var. inermis 'Shademaster',16,80,0,64,murray st,2021/09/02 00:00:00+00,{5592742B-135E-489F-90BE-12390C9EBC51}
1453568.09229208,724055.306594238,274,T,Gleditsia triacanthos var. inermis 'Shademaster',15,70,0,60,murray st,2021/09/02 00:00:00+00,{86C08683-5595-4894-8EA4-8EBAF8A3CE26}
1453570.26256333,724017.546171069,275,T,Gleditsia triacanthos var. inermis 'Shademaster',15,70,0,56,murray st,2021/09/02 00:00:00+00,{16E6ABBD-99F0-47DF-AE59-8E8CFC57E2C4}
1453572.35048566,724003.265687823,276,T,Gleditsia triacanthos var. inermis 'Shademaster',11,70,0,56,murray st,2021/09/02 00:00:00+00,{6C530633-0BC7-4374-92E7-46B76A01345E}
1453572.86656075,723970.670936741,277,T,Gleditsia triacanthos var. inermis 'Shademaster',14,80,0,48,murray st,2021/09/02 00:00:00+00,{DD01E7CB-552B-4F3B-B1F0-A7BF50584B75}
1453575.47088625,723922.49386774,278,T,Gleditsia triacanthos var. inermis 'Shademaster',12,80,0,46,murray st,2021/09/02 00:00:00+00,{A465C8C4-54F0-4F2E-B742-B74016A82074}
1453576.29175074,723891.931264825,279,T,Fraxinus pennsylvanica,9,70,0,42,murray st,2021/09/02 00:00:00+00,{BF38E500-C909-49A3-82A5-EB3EE79613AB}
1453655.14067441,723821.967493989,280,T,Malus spp,6,50,0,7,allen st,2022/08/09 00:00:00+00,{78D111D0-F3C4-4C22-BFC8-41936E3FC733}
1453616.0780885,723819.363168485,281,T,Malus spp,6,50,0,9b,allen st,2022/08/09 00:00:00+00,{D728D98B-D948-4FFA-B2A7-C8BB69DC77C1}
1453583.1883905,723793.405543238,282,T,Gleditsia triacanthos var. inermis 'Shademaster',14,80,0,33,murray st,2021/09/03 00:00:00+00,{92AEA71F-D5C4-4198-B291-28A8734D9008}
1453585.158859,723751.039158158,283,T,Gleditsia triacanthos var. inermis 'Shademaster',11,70,0,28,murray st,2021/09/03 00:00:00+00,{863D4DEF-6987-4D0C-B91B-95374CCF106C}
1453585.35636516,723734.011633158,284,T,Acer rubrum,13,50,0,28,murray st,2021/09/03 00:00:00+00,{57DCD0C3-B32B-4239-B98E-10BA2A1FA467}
1453586.13753158,723716.563505322,285,R,,0,0,0,28,murray st,2018/12/10 00:00:00+00,{4D4830E3-333D-4C93-B122-3CA92BBD6FC5}
1453589.10012408,723672.218449652,286,T,Tilia cordata,12,70,0,22,murray st,2021/09/03 00:00:00+00,{458C66B6-C984-4A9A-9725-1460032C2E36}
1453589.5230235,723625.678188406,287,T,Tilia cordata,20,50,0,16,murray st,2021/11/22 00:00:00+00,{DEFA45BC-22B6-41A2-8954-5AB9A00E4CCC}
1453592.12702091,723591.042758986,288,T,Fraxinus pennsylvanica,11,80,0,16,murray st,2021/11/22 00:00:00+00,{C534C0EE-3F71-4EC2-9994-931555BA1B9B}
1453594.02629533,723499.797862738,289,T,Acer ginnala,7,70,0,46,peru st,2021/11/22 00:00:00+00,{C4E0DD3A-4031-4DBB-8BBF-D215F1BE9BC8}
1453562.49814316,723523.444140904,290,T,Malus 'Red Barron',4,80,2011,5/7,murray st,2021/11/22 00:00:00+00,{33136F0A-E826-40D6-9A26-F518ED87BE98}
1440561.44934216,734825.792927235,291,T,Acer x freemanii 'Autumn Blaze',7,80,0, ,starr farm rd,2011/08/04 00:00:00+00,{411A922F-F8F2-488E-8D45-145F74F4EEA1}
1440541.45955275,734836.399533324,292,T,Fraxinus pennsylvanica 'Patmore',6,80,0, ,starr farm rd,2011/08/04 00:00:00+00,{6A16DDA4-CE76-4328-AEA0-8546CFEB456D}
1440527.58917366,734860.060903318,293,T,Tilia tomentosa 'PNI 6051',12,80,0, ,starr farm rd,2011/08/04 00:00:00+00,{F0C9CDBC-1423-42E8-A5B7-F73A81F702BE}
1440535.74827808,734883.314137653,294,T,Acer platanoides,10,70,0, ,starr farm rd,2011/08/04 00:00:00+00,{E777139F-285E-4FA8-AC0F-57A5459C8B4B}
1440515.86281916,734975.219465658,295,T,Malus floribunda,3,30,0, ,starr farm rd,2011/08/04 00:00:00+00,{C0AD8DED-60D7-4C71-982C-6769A4CC621D}
1440446.81440083,735085.251069739,296,T,Abies concolor,19,80,0, ,starr farm rd,2011/08/04 00:00:00+00,{D1A34A38-A5D3-4243-B369-DEF878B49611}
1440481.08237691,734818.857573658,297,T,Abies concolor,12,70,0, ,starr farm rd,2011/08/04 00:00:00+00,{AE67F792-BE2E-4D5B-99CD-07D29EC1A454}
1453401.86296574,715716.495187908,298,T,Celtis occidentalis,6,80,0,645,pine st,2022/07/21 00:00:00+00,{A8DBA06C-1432-4960-B784-8073D10701AC}
1453425.35504474,715716.495187908,299,T,Celtis occidentalis,6,80,0,645,pine st,2011/08/04 00:00:00+00,{E41D21DF-44B6-4170-A051-54032BABAA65}
1453452.55643391,715717.731405906,300,T,Celtis occidentalis,8,80,0,645,pine st,2011/08/04 00:00:00+00,{83174B66-4421-4FF6-8536-D386BBFECFD3}
1453511.28663141,715715.876750819,301,T,Celtis occidentalis,4,50,0,645,pine st,2011/08/04 00:00:00+00,{7E8E0118-C787-4585-ABE2-85367AA7DE8D}
1453541.90041533,715715.508313239,302,T,Celtis occidentalis,8,80,0,645,pine st,2011/08/04 00:00:00+00,{4DD65F32-4B58-4DA1-A348-BC826A1C114E}
1453566.206141,715716.549977824,303,T,Celtis occidentalis,5,80,0,645,pine st,2011/08/04 00:00:00+00,{71F872D2-4354-4AF6-B9E9-63D65E618E6B}
1453613.08104724,715716.549977824,304,T,Celtis occidentalis,4,50,0,645,pine st,2011/08/04 00:00:00+00,{EDB2C7A2-D71C-4677-A06E-73C688BB20F5}
1453646.26831683,715717.438099407,305,T,Celtis occidentalis,4,70,0,645,pine st,2011/08/04 00:00:00+00,{6BC0707B-0DFF-476C-BDD3-0A3B4ADC3DC9}
1454865.90432899,719366.785131402,306,T,Zelkova serrata,26,70,0,38,elm tr,2018/12/07 00:00:00+00,{BEB6E96F-C047-433D-9C63-A2DACBB570FF}
1454834.38372274,719364.874702156,307,T,Zelkova serrata,17,80,0,34,elm tr,2018/12/07 00:00:00+00,{0FBC9122-9636-4AD6-9737-9E66AA82792B}
1454791.73879491,719358.708047822,308,T,Gleditsia triacanthos f. inermis 'Skycole',2,80,2021,34,elm tr,2021/11/23 00:00:00+00,{352E8042-D83A-4113-BEB2-CF5C566C1823}
1454754.27397483,719360.079436153,309,S,Acer platanoides,29,0,0,28,elm tr,2021/11/23 00:00:00+00,{2530B5EF-658D-4BAE-9EE9-4538701D756E}
1454719.89904358,719357.735608824,310,S,Acer platanoides 'Crimson King',14,0,0,24,elm tr,2019/11/07 00:00:00+00,{8EEE200F-CB0B-4765-B2C3-2CE666E6E7AF}
1454703.93647708,719356.576490402,311,T,Acer x freemanii 'Marmo',6,80,2019,24,elm tr,2019/11/07 00:00:00+00,{8AFDE5F2-6BB5-440D-95D9-1377917476DF}
1454653.99366358,719354.791388988,312,T,Acer x freemanii,14,80,0,18,elm tr,2018/12/07 00:00:00+00,{A0EBB3CB-B0F1-4CD4-9BA3-22F6781EF5B6}
1454612.86776158,719352.266787738,313,T,Zelkova serrata,21,80,0,14,elm tr,2018/12/07 00:00:00+00,{6FC28E83-A934-4876-B96F-8D6380C63B3B}
1454569.80124666,719350.069613658,314,T,Zelkova serrata,21,80,0,8,elm tr,2018/12/07 00:00:00+00,{DBE89FBF-6469-46DD-A42B-7FEF82E294DC}
1454530.16156216,719354.845522739,315,S,Zelkova serrata,9,0,0,4,elm tr,2021/07/14 00:00:00+00,{0E27B47F-4EE2-4048-980D-6D71BB254CDB}
1454568.60439866,719319.186145239,316,T,Zelkova serrata,20,70,0,9,elm tr,2018/12/07 00:00:00+00,{FB70C118-EED5-4E36-B58B-3D1E41895138}
1454629.75814775,719319.758978739,317,T,Gymnocladus dioicus,5,80,2019,15,elm tr,2019/11/07 00:00:00+00,{6E370471-5968-4774-9287-CCDD6DA53130}
1454663.41096758,719322.335417151,318,R,,0,0,0,19,elm tr,2020/01/07 00:00:00+00,{BBF2109E-B043-4C1B-AE4F-208190F74B54}
1454666.04974183,719322.474196404,319,T,Acer x freemanii 'Autumn Blaze',7,80,2016,19,elm tr,2019/03/28 00:00:00+00,{A503E6DD-0D3B-4EE9-A328-7D5AB44934B8}
1454746.98560358,719327.623136237,320,T,Acer saccharinum,32,70,0,25,elm tr,2018/12/07 00:00:00+00,{C65DA9D0-6F96-41FB-A37A-AEFCDB2C5317}
1454809.54912674,719330.965977319,321,T,Ulmus spp,25,70,0,31,elm tr,2018/12/07 00:00:00+00,{56ECD091-8578-4617-923C-66BD0C6B303B}
1454902.014493,719402.957631238,322,S,Fraxinus pennsylvanica 'Summit',8,0,0,293,south winooski av,2020/05/18 00:00:00+00,{A52B28FE-6CDC-4613-A7B6-40E2B764B0B9}
1452778.82451366,721338.670951404,323,T,Gleditsia triacanthos f. inermis 'Skycole',12,80,0,117,battery st,2021/12/06 00:00:00+00,{898E739B-A542-432E-98EE-31D81FBA15FC}
1452780.21329041,721282.421063907,324,T,Gleditsia triacanthos f. inermis 'Skycole',13,80,0,117,battery st,2021/12/06 00:00:00+00,{E4B3A76F-4039-4836-9F43-4292A1A15DC1}
1452782.991172,721232.768276073,325,T,Gleditsia triacanthos f. inermis 'Skycole',14,80,0,117,battery st,2021/12/06 00:00:00+00,{11EF3680-12F7-4432-9DA2-401B49D6D1A2}
1440721.51299841,734704.942447156,326,T,Acer x freemanii 'Autumn Blaze',16,80,0,5,pleasant av,2022/09/15 00:00:00+00,{8496B9C0-2ECE-4677-9B1C-903C53117671}
1440746.46078316,734675.794211492,327,T,Acer x freemanii 'Autumn Blaze',18,70,0,5,pleasant av,2022/09/15 00:00:00+00,{FABA7DA5-3602-47D2-AE2B-C945D6A39EAD}
1440762.59821808,734655.746023238,328,T,Acer x freemanii 'Autumn Blaze',16,80,0,11,pleasant av,2022/09/23 00:00:00+00,{4B664ED1-4069-4B0A-8A51-13AF0D0D59AD}
1440801.20050308,734609.629973739,329,S,Acer platanoides 'Crimson King',17,0,0,11,pleasant av,2021/11/22 00:00:00+00,{E2746443-F4F2-4A36-B5FA-7BF0379BFB7A}
1440847.03407283,734556.504751906,330,T,Acer platanoides,30,70,0,21,pleasant av,2021/02/22 00:00:00+00,{146C8AC3-D9ED-408D-8909-DBEC818DE6D2}
