Tree,Common_Name,Botanical,DBH,Age_Class,Condition
1917,Pine-Austrian,Pinus nigra,8,Semi-mature,Fair
1918,Arborvitae-Eastern,Thuja occidentalis,14,Mature,Poor
1919,Arborvitae-Eastern,Thuja occidentalis,16,Mature,Fair
1920,Arborvitae-Eastern,Thuja occidentalis,14,Mature,Fair
1921,Arborvitae-Eastern,Thuja occidentalis,16,Mature,Fair
1922,Poplar-Eastern,Populus deltoides,12,Semi-mature,Fair
1923,Poplar-Eastern,Populus deltoides,28,Mature,Fair
1924,Elm-Siberian,Ulmus pumila,7,Semi-mature,Poor
1925,Buckthorn-European,Rhamnus cathartica,16,Mature,Poor
1926,Buckthorn-European,Rhamnus cathartica,8,Mature,Poor
1927,Buckthorn-European,Rhamnus cathartica,4,Mature,Poor
1928,Buckthorn-European,Rhamnus cathartica,8,Mature,Poor
1929,Buckthorn-European,Rhamnus cathartica,7,Mature,Poor
1930,Buckthorn-European,Rhamnus cathartica,6,Mature,Poor
1931,Maple-Sugar,Acer saccharum,18,Mature,Fair
1932,Birch-Paper,Betula papyrifera,12,Mature,Fair
1933,Maple-Sugar,Acer saccharum,19,Mature,Fair
1934,Spruce-Colorado Blue,Picea pungens,14,Semi-mature,Fair
1935,Elm,Ulmus sp,2,New planting,Fair
1936,Pine-Austrian,Pinus nigra,9,Semi-mature,Fair
1937,Oak-Pin,Quercus palustris,14,Semi-mature,Fair
1938,Maple-Norway,Acer platanoides,18,Mature,Poor
1939,Lilac-Japanese Tree,Syringa reticulata,12,Mature,Fair
1940,Pine-Eastern White,Pinus strobus,24,Mature,Fair
1941,Maple-Norway,Acer platanoides,21,Mature,Fair
1942,Maple-Norway,Acer platanoides,16,Mature,Fair
1943,Maple-Norway,Acer platanoides,25,Mature,Fair
1944,Crabapple,Malus sp,5,Mature,Fair
1945,Boxelder,Acer negundo,14,Mature,Fair
1946,Boxelder,Acer negundo,7,Semi-mature,Fair
1947,Boxelder,Acer negundo,12,Semi-mature,Fair
1948,Poplar-Balsam,Populus balsamifera,20,Mature,Poor
1949,Maple-Norway,Acer platanoides,11,Mature,Poor
1950,Maple-Norway,Acer platanoides,12,Mature,Fair
1951,Maple-Norway,Acer platanoides,12,Mature,Fair
1952,Maple-Norway,Acer platanoides,10,Mature,Fair
1953,Maple-Silver,Acer saccharinum,34,Mature,Fair
1954,Elm-American,Ulmus americana,13,Semi-mature,Fair
1955,Elm,Ulmus sp,6,Young,Fair
1956,Arborvitae-Eastern,Thuja occidentalis,7,Semi-mature,Poor
1957,Arborvitae-Eastern,Thuja occidentalis,5,Semi-mature,Poor
1958,Elm,Ulmus sp,5,Semi-mature,Fair
1959,Arborvitae-Eastern,Thuja occidentalis,6,Semi-mature,Poor
1960,Arborvitae-Eastern,Thuja occidentalis,5,Semi-mature,Poor
1961,Arborvitae-Eastern,Thuja occidentalis,6,Semi-mature,Fair
1962,Horsechestnut-Common,Aesculus hippocastanum,18,Mature,Fair
1963,Maple-Norway,Acer platanoides,6,Semi-mature,Fair
1964,Buckthorn-European,Rhamnus cathartica,6,Mature,Poor
1965,Buckthorn-European,Rhamnus cathartica,5,Semi-mature,Fair
1966,Buckthorn-European,Rhamnus cathartica,10,Mature,Poor
1967,Maple-Norway,Acer platanoides,4,Young,Fair
1968,Maple-Norway,Acer platanoides,19,Mature,Fair
1969,Buckthorn-European,Rhamnus cathartica,6,Mature,Poor
1970,Buckthorn-European,Rhamnus cathartica,5,Mature,Poor
1971,Buckthorn-European,Rhamnus cathartica,12,Mature,Poor
1972,Maple-Norway,Acer platanoides,5,Young,Fair
1973,Oak- Northern Red,Quercus rubra,43,Mature,Fair
1974,Oak-Pin,Quercus palustris,23,Mature,Fair
1975,Fir-White,Abies concolor,24,Mature,Fair
1976,Crabapple,Malus sp,9,Mature,Fair
1977,Arborvitae-Eastern,Thuja occidentalis,5,Semi-mature,Poor
1978,Arborvitae-Eastern,Thuja occidentalis,8,Semi-mature,Poor
1979,Maple-Silver,Acer saccharinum,7,Semi-mature,Poor
1980,Elm,Ulmus sp,9,Semi-mature,Fair
1981,Arborvitae-Eastern,Thuja occidentalis,16,Mature,Fair
1982,Arborvitae-Eastern,Thuja occidentalis,13,Mature,Fair
1983,Arborvitae-Eastern,Thuja occidentalis,12,Mature,Fair
1984,Arborvitae-Eastern,Thuja occidentalis,17,Mature,Fair
1985,Maple-Norway,Acer platanoides,8,Semi-mature,Fair
1986,Maple-Norway,Acer platanoides,7,Semi-mature,Fair
1987,Maple-Norway,Acer platanoides,7,Semi-mature,Fair
1988,Maple-Norway,Acer platanoides,4,Young,Fair
1989,Maple-Norway,Acer platanoides,3,Young,Poor
1990,Maple-Norway,Acer platanoides,6,Semi-mature,Fair
1991,Maple-Norway,Acer platanoides,6,Semi-mature,Fair
1992,Elm,Ulmus sp,11,Semi-mature,Fair
1993,Walnut-Black,Juglans nigra,11,Mature,Fair
1994,Oak-White,Quercus alba,42,Mature,Poor
1995,Maple-Norway,Acer platanoides,22,Mature,Fair
1996,Spruce-Norway,Picea abies,20,Mature,Fair
1997,Spruce-Norway,Picea abies,20,Mature,Fair
1998,Spruce-Norway,Picea abies,20,Mature,Fair
1999,Crabapple,Malus sp,7,Mature,Fair
2000,Maple-Silver,Acer saccharinum,12,Semi-mature,Fair
2001,Maple-Silver,Acer saccharinum,15,Mature,Fair
2002,Maple-Silver,Acer saccharinum,13,Mature,Fair
2003,Maple-Silver,Acer saccharinum,14,Mature,Fair
2004,Maple-Silver,Acer saccharinum,20,Mature,Fair
2005,Spruce-Norway,Picea abies,23,Mature,Fair
2006,Spruce-Norway,Picea abies,32,Mature,Fair
2007,Spruce-Norway,Picea abies,21,Mature,Poor
2008,Maple-Sugar,Acer saccharum,17,Mature,Poor
2009,Maple-Sugar,Acer saccharum,17,Mature,Poor
2010,Elm,Ulmus sp,9,Mature,Fair
2011,Maple-Sugar,Acer saccharum,20,Mature,Fair
2012,Maple-Norway,Acer platanoides,9,Semi-mature,Fair
2013,Maple-Norway,Acer platanoides,8,Semi-mature,Fair
2014,Maple-Norway,Acer platanoides,8,Semi-mature,Fair
2015,Maple-Norway,Acer platanoides,6,Semi-mature,Fair
2016,Maple-Norway,Acer platanoides,8,Semi-mature,Fair
2017,Maple-Norway,Acer platanoides,6,Semi-mature,Fair
2018,Spruce-Norway,Picea abies,13,Semi-mature,Fair
2019,Spruce-Norway,Picea abies,9,Semi-mature,Fair
2020,Spruce-Norway,Picea abies,10,Semi-mature,Fair
2021,Spruce-Norway,Picea abies,8,Semi-mature,Fair
2022,Spruce-Norway,Picea abies,13,Semi-mature,Fair
2023,Maple-Norway,Acer platanoides,10,Semi-mature,Fair
2024,Buckthorn-European,Rhamnus cathartica,7,Mature,Poor
2025,Elm,Ulmus sp,7,Young,Fair
2026,Maple-Norway,Acer platanoides,5,Young,Fair
2027,Maple-Norway,Acer platanoides,10,Semi-mature,Poor
2028,Maple-Norway,Acer platanoides,6,Semi-mature,Fair
2029,Maple-Norway,Acer platanoides,5,Young,Fair
2030,Maple-Norway,Acer platanoides,5,Young,Fair
2031,Maple-Norway,Acer platanoides,5,Young,Fair
2032,Locust-Black,Robinia pseudoacacia,12,Semi-mature,Poor
2033,Spruce-White,Picea glauca,14,Semi-mature,Fair
2034,Spruce-White,Picea glauca,14,Semi-mature,Poor
2035,Locust-Black,Robinia pseudoacacia,11,Semi-mature,Poor
2036,Maple-Norway,Acer platanoides,5,Semi-mature,Fair
2037,Locust-Black,Robinia pseudoacacia,7,Young,Fair
2038,Buckthorn-European,Rhamnus cathartica,6,Mature,Fair
2039,Crabapple,Malus sp,14,Mature,Fair
2040,Crabapple,Malus sp,11,Mature,Fair
2041,Crabapple,Malus sp,13,Mature,Fair
2042,Crabapple,Malus sp,9,Mature,Poor
2043,Pine-Scotch,Pinus sylvestris,17,Mature,Good
2044,Pine-Scotch,Pinus sylvestris,15,Mature,Fair
2045,Pine-Scotch,Pinus sylvestris,14,Mature,Fair
2046,Crabapple,Malus sp,4,Mature,Fair
2047,Crabapple,Malus sp,11,Mature,Fair
2048,Pine-Scotch,Pinus sylvestris,18,Mature,Poor
2049,Pine-Scotch,Pinus sylvestris,7,Mature,Fair
2050,Arborvitae-Eastern,Thuja occidentalis,16,Mature,Fair
2051,Crabapple,Malus sp,9,Mature,Fair
2052,Crabapple,Malus sp,8,Mature,Poor
2053,Arborvitae-Eastern,Thuja occidentalis,14,Mature,Fair
2054,Arborvitae-Eastern,Thuja occidentalis,10,Semi-mature,Fair
2055,Arborvitae-Eastern,Thuja occidentalis,13,Semi-mature,Fair
2056,Arborvitae-Eastern,Thuja occidentalis,9,Semi-mature,Fair
2057,Arborvitae-Eastern,Thuja occidentalis,10,Semi-mature,Fair
2058,Arborvitae-Eastern,Thuja occidentalis,11,Semi-mature,Fair
2059,Arborvitae-Eastern,Thuja occidentalis,9,Semi-mature,Fair
2060,Arborvitae-Eastern,Thuja occidentalis,14,Mature,Fair
2061,Arborvitae-Eastern,Thuja occidentalis,10,Mature,Fair
2062,Arborvitae-Eastern,Thuja occidentalis,4,Young,Fair
2063,Arborvitae-Eastern,Thuja occidentalis,16,Mature,Fair
2064,Arborvitae-Eastern,Thuja occidentalis,5,Young,Fair
2065,Arborvitae-Eastern,Thuja occidentalis,13,Mature,Fair
2066,Magnolia-Saucer,Magnolia x soulangiana,5,Semi-mature,Fair
2067,Magnolia-Saucer,Magnolia x soulangiana,5,Semi-mature,Fair
2068,Crabapple,Malus sp,7,Mature,Fair
2069,Crabapple,Malus sp,10,Mature,Fair
2070,Cherry-Flowering,Prunus serrulata,16,Mature,Fair
2071,Crabapple,Malus sp,9,Mature,Fair
2072,Common Larch,Larix decidua,7,Mature,Fair
2073,Catalpa-Northern,Catalpa speciosa,28,Mature,Fair
2074,Catalpa-Northern,Catalpa speciosa,20,Mature,Fair
2075,Catalpa-Northern,Catalpa speciosa,38,Mature,Fair
2076,Catalpa-Northern,Catalpa speciosa,16,Mature,Fair
2077,Catalpa-Northern,Catalpa speciosa,20,Mature,Fair
2078,Catalpa-Northern,Catalpa speciosa,17,Mature,Fair
2079,Catalpa-Northern,Catalpa speciosa,5,Young,Fair
2080,Oak-Swamp White,Quercus bicolor,8,Semi-mature,Fair
2081,Maple-Norway,Acer platanoides,6,Semi-mature,Fair
2082,Arborvitae-Eastern,Thuja occidentalis,20,Mature,Fair
2083,Serviceberry,Amelanchier sp,2,Semi-mature,Fair
2084,Serviceberry,Amelanchier sp,2,Semi-mature,Fair
2085,Serviceberry,Amelanchier sp,3,Semi-mature,Fair
2086,Crabapple,Malus sp,5,Semi-mature,Fair
2087,Serviceberry,Amelanchier sp,2,Semi-mature,Fair
2088,Spruce-Norway,Picea abies,46,Mature,Fair
2089,Spruce-Norway,Picea abies,28,Mature,Fair
2090,Common Larch,Larix decidua,30,Mature,Fair
2091,Crabapple,Malus sp,6,Mature,Fair
2092,Crabapple,Malus sp,6,Mature,Fair
2093,Hazelnut-Contorted,Corylus avellana,2,Mature,Fair
2094,Crabapple,Malus sp,2,Mature,Poor
2095,Crabapple,Malus sp,2,Mature,Poor
2096,Cherry-Flowering,Prunus serrulata,11,Mature,Fair
2097,Pear-Common,Pyrus communis,5,Semi-mature,Fair
2098,Cherry-Yoshino,Prunus x yedoensis,2,Young,Fair
2099,Crabapple,Malus sp,5,Young,Fair
2100,Pear-Common,Pyrus communis,6,Semi-mature,Fair
2101,Common Larch,Larix decidua,2,Young,Dead
2102,Maple-Norway,Acer platanoides,6,Young,Fair
2103,Maple-Norway,Acer platanoides,9,Semi-mature,Poor
2104,Common Larch,Larix decidua,3,Young,Poor
2105,Common Larch,Larix decidua,3,Young,Fair
2106,Maple-Norway,Acer platanoides,12,Semi-mature,Fair
2107,Common Larch,Larix decidua,6,Young,Good
2108,Common Larch,Larix decidua,7,Young,Good
2109,Common Larch,Larix decidua,7,Young,Good
2110,Common Larch,Larix decidua,6,Young,Good
2111,Maple-Norway,Acer platanoides,10,Semi-mature,Good
2112,Common Larch,Larix decidua,5,Young,Good
2113,Maple-Norway,Acer platanoides,9,Semi-mature,Fair
2114,Common Larch,Larix decidua,3,Young,Good
2115,Maple-Norway,Acer platanoides,10,Semi-mature,Poor
2116,Maple-Norway,Acer platanoides,12,Semi-mature,Fair
2117,Common Larch,Larix decidua,4,Young,Good
2118,Maple-Norway,Acer platanoides,12,Semi-mature,Fair
2119,Common Larch,Larix decidua,4,Young,Fair
2120,Common Larch,Larix decidua,4,Young,Fair
2121,Maple-Norway,Acer platanoides,11,Semi-mature,Fair
2122,Common Larch,Larix decidua,4,Young,Good
2123,Common Larch,Larix decidua,4,Young,Good
2124,Maple-Norway,Acer platanoides,13,Semi-mature,Fair
2125,Common Larch,Larix decidua,4,Young,Good
2126,Maple-Norway,Acer platanoides,11,Semi-mature,Fair
2127,Common Larch,Larix decidua,5,Young,Fair
2128,Lilac-Japanese Tree,Syringa reticulata,2,Young,Poor
2129,Lilac-Japanese Tree,Syringa reticulata,4,Young,Fair
2130,Lilac-Japanese Tree,Syringa reticulata,3,Young,Fair
2131,Lilac-Japanese Tree,Syringa reticulata,4,Young,Good
2132,Oak - Scarlet,Quercus coccinea,18,Semi-mature,Fair
2133,Oak - Scarlet,Quercus coccinea,18,Semi-mature,Fair
2134,Oak - Scarlet,Quercus coccinea,19,Semi-mature,Fair
2135,Oak- Northern Red,Quercus rubra,0,Semi-mature,Fair
2136,Oak-Pin,Quercus palustris,15,Semi-mature,Fair
2137,Oak- Northern Red,Quercus rubra,5,Young,Poor
2138,Oak- Northern Red,Quercus rubra,5,Young,Poor
2139,Oak- Northern Red,Quercus rubra,17,Semi-mature,Fair
2140,Oak- Northern Red,Quercus rubra,3,Young,Fair
2141,Linden-European,Tilia x europaea,11,Semi-mature,Good
2142,Maackia-Amur,Maackia amurensis,8,Semi-mature,Good
2143,Maple-Sugar,Acer saccharum,18,Mature,Poor
2144,Crabapple,Malus sp,18,Mature,Fair
2145,Crabapple,Malus sp,19,Mature,Fair
2146,Crabapple,Malus sp,15,Mature,Poor
2147,Crabapple,Malus sp,19,Mature,Fair
2148,Crabapple,Malus sp,15,Mature,Fair
2149,Crabapple,Malus sp,21,Mature,Fair
2150,Crabapple,Malus sp,21,Mature,Fair
2151,Pine-Austrian,Pinus nigra,15,Semi-mature,Fair
2152,Pine-Austrian,Pinus nigra,17,Semi-mature,Fair
2153,Pine-Austrian,Pinus nigra,16,Semi-mature,Fair
2154,Pine-Austrian,Pinus nigra,15,Semi-mature,Fair
2155,Pine-Austrian,Pinus nigra,14,Semi-mature,Fair
2156,Pine-Austrian,Pinus nigra,4,Young,Fair
2157,Pine-Austrian,Pinus nigra,7,Young,Fair
2158,Pine-Austrian,Pinus nigra,8,Young,Fair
2159,Pine-Austrian,Pinus nigra,5,Young,Good
2160,Pine-Austrian,Pinus nigra,6,Young,Good
2161,Pine-Austrian,Pinus nigra,4,Young,Fair
2162,Pine-Austrian,Pinus nigra,0,Young,Fair
2163,Pine-Austrian,Pinus nigra,7,Young,Fair
2164,Birch-Paper,Betula papyrifera,5,Semi-mature,Fair
2165,Crabapple,Malus sp,4,Young,Fair
2166,Crabapple,Malus sp,9,Semi-mature,Fair
2167,Crabapple,Malus sp,11,Semi-mature,Fair
2168,Horsechestnut-Common,Aesculus hippocastanum,13,Semi-mature,Good
2169,Pine-Austrian,Pinus nigra,11,Semi-mature,Fair
2170,Horsechestnut-Common,Aesculus hippocastanum,8,Semi-mature,Fair
2171,Pine-Austrian,Pinus nigra,11,Semi-mature,Fair
2172,Pine-Austrian,Pinus nigra,9,Semi-mature,Fair
2173,Horsechestnut-Common,Aesculus hippocastanum,14,Semi-mature,Good
2174,Horsechestnut-Common,Aesculus hippocastanum,14,Semi-mature,Good
2175,Pine-Austrian,Pinus nigra,13,Semi-mature,Poor
2176,Pine-Austrian,Pinus nigra,13,Semi-mature,Fair
2177,Pine-Austrian,Pinus nigra,12,Semi-mature,Fair
2178,Pine-Austrian,Pinus nigra,11,Semi-mature,Poor
2179,Pine-Austrian,Pinus nigra,13,Semi-mature,Fair
2180,Pine-Austrian,Pinus nigra,15,Semi-mature,Fair
2181,Pine-Austrian,Pinus nigra,15,Semi-mature,Fair
2182,Pine-Austrian,Pinus nigra,14,Semi-mature,Fair
2183,Pine-Austrian,Pinus nigra,15,Semi-mature,Poor
2184,Honeylocust-Thornless Common,Gleditsia triacanthos,8,Semi-mature,Good
2185,Honeylocust-Thornless Common,Gleditsia triacanthos,8,Semi-mature,Good
2186,Honeylocust-Thornless Common,Gleditsia triacanthos,7,Semi-mature,Good
2187,Honeylocust-Thornless Common,Gleditsia triacanthos,6,Semi-mature,Good
2188,Honeylocust-Thornless Common,Gleditsia triacanthos,13,Semi-mature,Good
2189,Pine-Austrian,Pinus nigra,10,Semi-mature,Good
2190,Pine-Scotch,Pinus sylvestris,13,Semi-mature,Good
2191,Honeylocust-Thornless Common,Gleditsia triacanthos,8,Semi-mature,Fair
2192,Honeylocust-Thornless Common,Gleditsia triacanthos,8,Semi-mature,Fair
2193,Honeylocust-Thornless Common,Gleditsia triacanthos,13,Semi-mature,Good
2194,Honeylocust-Thornless Common,Gleditsia triacanthos,7,Semi-mature,Poor
2195,Common Larch,Larix decidua,8,Semi-mature,Good
2196,Common Larch,Larix decidua,7,Semi-mature,Good
2197,Common Larch,Larix decidua,6,Semi-mature,Good
2198,Common Larch,Larix decidua,7,Semi-mature,Good
2199,Common Larch,Larix decidua,5,Semi-mature,Good
2200,Common Larch,Larix decidua,9,Semi-mature,Good
2201,Ginkgo,Ginkgo biloba,2,Young,Fair
2202,Ginkgo,Ginkgo biloba,2,Young,Fair
2203,Ginkgo,Ginkgo biloba,2,Young,Good
2204,Ginkgo,Ginkgo biloba,2,Young,Good
2205,Ginkgo,Ginkgo biloba,2,Young,Good
2206,Ginkgo,Ginkgo biloba,3,Young,Good
2207,Ginkgo,Ginkgo biloba,3,Young,Poor
2208,Ginkgo,Ginkgo biloba,3,Young,Good
2209,Ginkgo,Ginkgo biloba,3,Young,Good
2210,Ginkgo,Ginkgo biloba,3,Young,Fair
2211,Ginkgo,Ginkgo biloba,3,Young,Fair
2212,Hackberry,Celtis occidentalis,5,Young,Fair
2213,Hackberry,Celtis occidentalis,5,Young,Poor
2214,Hackberry,Celtis occidentalis,4,Young,Poor
2215,Hackberry,Celtis occidentalis,4,Young,Poor
2216,Hackberry,Celtis occidentalis,5,Young,Poor
2217,Maple-Norway,Acer platanoides,7,Semi-mature,Fair
2218,Maple-Norway,Acer platanoides,7,Semi-mature,Fair
2219,Maple-Norway,Acer platanoides,5,Semi-mature,Fair
2220,Lilac-Japanese Tree,Syringa reticulata,3,Young,Fair
2221,Maple-Sugar,Acer saccharum,12,Semi-mature,Fair
2222,Maple-Norway,Acer platanoides,15,Semi-mature,Fair
2223,Maple-Sugar,Acer saccharum,14,Semi-mature,Fair
2224,Lilac-Japanese Tree,Syringa reticulata,4,Young,Good
2225,Maple-Red,Acer rubrum,10,Semi-mature,Poor
2226,Crabapple,Malus sp,12,Mature,Good
2227,Crabapple,Malus sp,13,Mature,Good
2228,Oak-Pin,Quercus palustris,24,Mature,Good
2229,Crabapple,Malus sp,6,Mature,Poor
2230,Maple-Sugar,Acer saccharum,14,Semi-mature,Fair
2231,Maple-Sugar,Acer saccharum,17,Semi-mature,Good
2232,Crabapple,Malus sp,15,Mature,Good
2233,Spruce-Norway,Picea abies,4,Young,Good
2234,Spruce-Norway,Picea abies,3,Young,Good
2235,Oak-Pin,Quercus palustris,14,Semi-mature,Fair
2236,Crabapple,Malus sp,7,Semi-mature,Good
2237,Oak-Bur,Quercus macrocarpa,3,Young,Poor
2238,Oak-Bur,Quercus macrocarpa,4,Young,Good
2239,Maple-Freeman's,Acer x freemanii,9,Semi-mature,Fair
2240,Oak-Pin,Quercus palustris,17,Semi-mature,Good
2241,Honeylocust-Thornless Common,Gleditsia triacanthos,14,Semi-mature,Good
2242,Maple-Sugar,Acer saccharum,12,Semi-mature,Good
2243,Maple-Sugar,Acer saccharum,4,Young,Poor
2244,Arborvitae-Eastern,Thuja occidentalis,4,Semi-mature,Good
2245,Maple-Norway,Acer platanoides,7,Semi-mature,Poor
2246,Arborvitae-Eastern,Thuja occidentalis,3,Semi-mature,Good
2247,Maple-Norway,Acer platanoides,10,Semi-mature,Poor
2248,Maple-Norway,Acer platanoides,10,Semi-mature,Fair
2249,Maple-Norway,Acer platanoides,5,Semi-mature,Fair
2250,Hackberry,Celtis occidentalis,2,Young,Poor
2251,Hackberry,Celtis occidentalis,3,Young,Fair
2252,Hackberry,Celtis occidentalis,4,Young,Fair
2253,Hackberry,Celtis occidentalis,4,Young,Good
2254,Hackberry,Celtis occidentalis,4,Young,Fair
2255,Hackberry,Celtis occidentalis,3,Young,Good
2256,Hackberry,Celtis occidentalis,4,Young,Fair
2257,Elm,Ulmus sp,2,New planting,Poor
2258,Pear-Callery,Pyrus calleryana,1,New planting,Good
2259,Honeylocust-Thornless Common,Gleditsia triacanthos,4,Young,Poor
2260,Maple-Sugar,Acer saccharum,3,Young,Poor
2261,Maple-Sugar,Acer saccharum,2,Young,Good
2262,Maple-Red,Acer rubrum,2,Young,Poor
2263,Honeylocust-Thornless Common,Gleditsia triacanthos,24,Mature,Fair
2264,Honeylocust-Thornless Common,Gleditsia triacanthos,22,Mature,Fair
2265,Honeylocust-Thornless Common,Gleditsia triacanthos,16,Semi-mature,Poor
2266,Honeylocust-Thornless Common,Gleditsia triacanthos,21,Mature,Poor
2267,Honeylocust-Thornless Common,Gleditsia triacanthos,18,Mature,Poor
2268,Maple-Sugar,Acer saccharum,23,Mature,Good
2269,Maple-Red,Acer rubrum,3,Young,Good
2270,Arborvitae-Eastern,Thuja occidentalis,5,Semi-mature,Fair
2271,Crabapple,Malus sp,12,Mature,Fair
2272,Crabapple,Malus sp,13,Mature,Fair
2273,Crabapple,Malus sp,12,Mature,Fair
2274,Crabapple,Malus sp,4,Young,Good
2275,Crabapple,Malus sp,11,Mature,Fair
2276,Ash-Green,Fraxinus pennsylvanica,16,Semi-mature,Fair
2277,Crabapple,Malus sp,11,Mature,Fair
2278,Honeylocust-Thornless Common,Gleditsia triacanthos,6,Semi-mature,Fair
2279,Honeylocust-Thornless Common,Gleditsia triacanthos,5,Semi-mature,Fair
2280,Honeylocust-Thornless Common,Gleditsia triacanthos,6,Semi-mature,Fair
2281,Common Larch,Larix decidua,15,Semi-mature,Good
2282,Common Larch,Larix decidua,14,Semi-mature,Fair
2283,Common Larch,Larix decidua,14,Semi-mature,Fair
2284,Common Larch,Larix decidua,16,Semi-mature,Fair
2285,Arborvitae-Eastern,Thuja occidentalis,8,Semi-mature,Good
2286,Honeylocust-Thornless Common,Gleditsia triacanthos,14,Semi-mature,Fair
2287,Honeylocust-Thornless Common,Gleditsia triacanthos,17,Semi-mature,Fair
2288,Maple-Red,Acer rubrum,3,Young,Good
2289,Maple-Red,Acer rubrum,3,Young,Fair
2290,Maple-Sugar,Acer saccharum,13,Semi-mature,Fair
2291,Maple-Sugar,Acer saccharum,11,Semi-mature,Fair
2292,Lilac-Japanese Tree,Syringa reticulata,4,Semi-mature,Fair
2293,Lilac-Japanese Tree,Syringa reticulata,5,Semi-mature,Fair
2294,Lilac-Japanese Tree,Syringa reticulata,4,Semi-mature,Fair
2295,Lilac-Japanese Tree,Syringa reticulata,4,Semi-mature,Fair
2296,Lilac-Japanese Tree,Syringa reticulata,5,Semi-mature,Fair
2297,Lilac-Japanese Tree,Syringa reticulata,2,Young,Fair
2298,Lilac-Japanese Tree,Syringa reticulata,2,Young,Good
2299,Lilac-Japanese Tree,Syringa reticulata,2,Young,Fair
2300,Elm,Ulmus sp,4,Young,Good
2301,Maple-Red,Acer rubrum,4,Young,Fair
2302,Maple-Red,Acer rubrum,4,Young,Good
2303,Ash-Green,Fraxinus pennsylvanica,4,Young,Good
2304,Ash-Green,Fraxinus pennsylvanica,5,Young,Good
2305,Ash-Green,Fraxinus pennsylvanica,3,Young,Good
2306,Hornbeam-American,Carpinus caroliniana,2,Young,Good
2307,Beech-American,Fagus grandifolia,4,Young,Good
2308,Beech-American,Fagus grandifolia,4,Young,Good
2309,Birch-Paper,Betula papyrifera,3,Young,Good
2310,Oak-Swamp White,Quercus bicolor,3,Young,Good
2311,Oak-Swamp White,Quercus bicolor,4,Young,Good
2312,Oak-Swamp White,Quercus bicolor,4,Young,Good
2313,Oak-Swamp White,Quercus bicolor,3,Young,Fair
2314,Oak-Swamp White,Quercus bicolor,4,Young,Fair
2315,Oak- Northern Red,Quercus rubra,4,Young,Good
2316,Oak- Northern Red,Quercus rubra,4,Young,Good
2317,Pine-Eastern White,Pinus strobus,3,Young,Good
2318,Pine-Eastern White,Pinus strobus,5,Young,Fair
2319,Pine-Eastern White,Pinus strobus,4,Young,Good
2320,Oak- Northern Red,Quercus rubra,3,Young,Good
2321,Oak- Northern Red,Quercus rubra,3,Young,Good
2322,Oak-Bur,Quercus macrocarpa,3,Young,Good
2323,Oak-Bur,Quercus macrocarpa,4,Young,Fair
2324,Oak-Bur,Quercus macrocarpa,4,Young,Fair
2325,Oak- Northern Red,Quercus rubra,5,Young,Good
2326,Oak- Northern Red,Quercus rubra,4,Young,Good
2327,Oak- Northern Red,Quercus rubra,4,Young,Good
2328,Maple-Sugar,Acer saccharum,3,Young,Good
2329,Maple-Sugar,Acer saccharum,4,Young,Good
2330,Maple-Sugar,Acer saccharum,3,Young,Good
2331,Maple-Sugar,Acer saccharum,4,Young,Good
2332,Pine-Eastern White,Pinus strobus,5,Young,Good
2333,Pine-Eastern White,Pinus strobus,5,Young,Fair
2334,Maple-Red,Acer rubrum,30,Mature,Fair
2335,Beech-American,Fagus grandifolia,2,Young,Good
2336,Maple-Sugar,Acer saccharum,22,Mature,Good
2337,Linden-European,Tilia x europaea,4,Young,Good
2338,Linden-European,Tilia x europaea,4,Young,Good
2339,Oak-Swamp White,Quercus bicolor,3,Young,Good
2340,Birch-River,Betula nigra,2,Young,Good
2341,Birch-River,Betula nigra,2,Young,Good
2342,Oak-Swamp White,Quercus bicolor,2,Young,Fair
2343,Oak-Swamp White,Quercus bicolor,5,Young,Good
2344,Ash-Green,Fraxinus pennsylvanica,3,Young,Good
2345,Ash-Green,Fraxinus pennsylvanica,3,Young,Good
2346,Ash-White,Fraxinus americana,3,Young,Good
2347,Birch-River,Betula nigra,2,Young,Good
2348,Birch-River,Betula nigra,3,Young,Good
2349,Birch-River,Betula nigra,2,Young,Good
2350,Birch-River,Betula nigra,2,Young,Good
2351,Ginkgo,Ginkgo biloba,3,Young,Good
2352,Hornbeam-American,Carpinus caroliniana,3,Young,Good
2353,Ginkgo,Ginkgo biloba,3,Young,Good
2354,Ash-White,Fraxinus americana,4,Young,Good
2355,Ash-White,Fraxinus americana,4,Young,Good
2356,Ash-White,Fraxinus americana,2,Young,Good
2357,Ash-Green,Fraxinus pennsylvanica,5,Young,Good
2358,Ash-Green,Fraxinus pennsylvanica,4,Young,Good
2359,Ash-White,Fraxinus americana,4,Young,Good
2360,Ash-Green,Fraxinus pennsylvanica,4,Young,Good
2361,Ash-Green,Fraxinus pennsylvanica,5,Young,Good
2362,Ash-Green,Fraxinus pennsylvanica,5,Young,Fair
2363,Ash-White,Fraxinus americana,4,Young,Good
2364,Ash-Green,Fraxinus pennsylvanica,5,Young,Good
2365,Ash-White,Fraxinus americana,4,Young,Good
2366,Ash-White,Fraxinus americana,5,Young,Good
2367,Ash-White,Fraxinus americana,4,Young,Good
2368,Ash-White,Fraxinus americana,4,Young,Good
2369,Ash-Green,Fraxinus pennsylvanica,4,Young,Good
2370,Ash-Green,Fraxinus pennsylvanica,5,Young,Good
